8.001094252453364134e+08,3.779404965229160618e+06,5.190429659892234020e+06,1.076860138545661001e+06,-3.354170204926919268e+03,3.731914034853412886e+03,-6.017250338403337082e+03
8.001094852453364134e+08,3.568496276992355008e+06,5.400644921463000588e+06,7.133291490935124457e+05,-3.673027670826147187e+03,3.272282866668147108e+03,-6.095166410435823309e+03
8.001095611903667450e+08,3.275077736819650512e+06,5.626326053293428384e+06,2.480973379514972912e+05,-4.048668180789742564e+03,2.666976498893928692e+03,-6.148094472700972801e+03
8.001096742017399073e+08,2.788806143955971114e+06,5.875036121460524388e+06,-4.468578294607113348e+05,-4.543680099148206864e+03,1.728049040442151181e+03,-6.131818653714275570e+03
8.001097946573877335e+08,2.214311200987922028e+06,6.021186109214483760e+06,-1.178216988408697536e+06,-4.978255320955820025e+03,6.947029913768711822e+02,-5.990229336243105536e+03
8.001099088183772564e+08,1.627056366009884281e+06,6.043943237414864823e+06,-1.848876540602280525e+06,-5.293763603879281618e+03,-2.962941956440367335e+02,-5.740826207115062971e+03
8.001100204882955551e+08,1.023135579790876247e+06,5.956987728889186867e+06,-2.471478971749357414e+06,-5.506218668354878901e+03,-1.258412911241132861e+03,-5.393389479791267149e+03
8.001101469686064720e+08,3.176736115179032204e+05,5.730373708195552230e+06,-3.122705587624153122e+06,-5.627737202634654750e+03,-2.317717429927021840e+03,-4.884782547254792917e+03
8.001102647475913763e+08,-3.461094867224916234e+05,5.401642587477670051e+06,-3.665158955660003703e+06,-5.625334088793242699e+03,-3.254904732995043105e+03,-4.311550192059179608e+03
8.001103914482975006e+08,-1.052178525765139377e+06,4.929161972216231748e+06,-4.167386932614858262e+06,-5.498932391939600166e+03,-4.188766172194208593e+03,-3.601329857872453886e+03
8.001105182893368006e+08,-1.735001116577960085e+06,4.343608331432071514e+06,-4.574718112590531819e+06,-5.247209243818518189e+03,-5.026248203666437803e+03,-2.809336568630544662e+03
8.001106440209407806e+08,-2.372848719904025551e+06,3.665371766952629667e+06,-4.875232238255699165e+06,-4.880087297848621347e+03,-5.742040462403246238e+03,-1.962155625933511828e+03
