8.001094252453364134e+08,1.327677207081476226e+05,1.687381570908745576e-01,3.093202276493571379e+00,1.240648496172233426e+05,1.884058948554647213e+05,-1.265987717704831994e+03,-4.371826570829518460e+03,-6.025359418065896534e+03
8.001094852453364134e+08,1.344210974972639233e+05,1.118724806770877572e-01,3.134191948256189075e+00,1.247900390207079763e+05,1.882038674122112279e+05,-7.472588479543646827e+02,-4.378484391371748643e+03,-6.104077964621625142e+03
8.001095611903667450e+08,1.367432709260750562e+05,3.962197978622118699e-02,-3.097930333682567205e+00,1.256934161520619818e+05,1.876208173195551208e+05,-8.608650589298490274e+01,-4.360920839540882298e+03,-6.157953885153217016e+03
8.001096742017399073e+08,1.406394295157138258e+05,-6.795767313964495848e-02,-3.022444167579549035e+00,1.268950185917910421e+05,1.861552600371319568e+05,8.966899761786163481e+02,-4.281614030059659854e+03,-6.142932617913699687e+03
8.001097946573877335e+08,1.452907432784317061e+05,-1.819084961609183371e-01,-2.940707599856314136e+00,1.277772282742751122e+05,1.840176168757448613e+05,1.925570882088257804e+03,-4.128772060939807488e+03,-6.002452794954051569e+03
8.001099088183772564e+08,1.500563667627172545e+05,-2.883283319838960135e-01,-2.859877977111934477e+00,1.279931701796182460e+05,1.817572716341897030e+05,2.864990427730806459e+03,-3.921570786431315810e+03,-5.753864519446265149e+03
8.001100204882955551e+08,1.549183397119380534e+05,-3.900008538354607368e-01,-2.775435823478717090e+00,1.274221019967707834e+05,1.796622783422605426e+05,3.734223561006783711e+03,-3.663569324645533015e+03,-5.406987933751267519e+03
8.001101469686064720e+08,1.604747960811052471e+05,-5.008849303745886994e-01,-2.670292273835646935e+00,1.257296704807069036e+05,1.777799696647785895e+05,4.641171155125915902e+03,-3.310326505741615165e+03,-4.898721139363659859e+03
8.001102647475913763e+08,1.655000758841540664e+05,-5.983790634774961426e-01,-2.559843145515951157e+00,1.232588258833381406e+05,1.766710362582188973e+05,5.395634391864692589e+03,-2.928775976618496770e+03,-4.325519239247802034e+03
8.001103914482975006e+08,1.705225819899588823e+05,-6.945777218788210527e-01,-2.423099282160773527e+00,1.199999406665903807e+05,1.761437895035328984e+05,6.094404174443756347e+03,-2.468831053822334070e+03,-3.615024097459207042e+03
8.001105182893368006e+08,1.749318944007214159e+05,-7.784561026756080526e-01,-2.262884993896890684e+00,1.166346589610328374e+05,1.761214094387168589e+05,6.662859159329444992e+03,-1.965126345054144849e+03,-2.822443871457886871e+03
8.001106440209407806e+08,1.784942400541976094e+05,-8.449531047685637786e-01,-2.077633780985841838e+00,1.137167172587162058e+05,1.763716898300284520e+05,7.085594235094474243e+03,-1.431884891255464709e+03,-1.974387298012702331e+03
8.001107677765748501e+08,1.810607159077916294e+05,-8.894113618785378650e-01,-1.870268966835689772e+00,1.116515375785306824e+05,1.766969106438867166e+05,7.356763540498957809e+03,-8.829009550719506478e+02,-1.097380527090339228e+03
8.001108875399689674e+08,1.825561407736865804e+05,-9.085837684489207478e-01,-1.652909047261441833e+00,1.106598782353392016e+05,1.769654123908141628e+05,7.477473597410889852e+03,-3.373462475875215887e+02,-2.265033323102887834e+02
8.001109927653729916e+08,1.830260712562045082e+05,-9.043713833385943479e-01,-1.458438191493892866e+00,1.106961947863030509e+05,1.771100320055302582e+05,7.466793267052045849e+03,1.469241221028665620e+02,5.427329288066418940e+02
8.001111179742087126e+08,1.825513256719522178e+05,-8.742617524574640697e-01,-1.236792865543349329e+00,1.118401699081042316e+05,1.771497773787903134e+05,7.312184223476474472e+03,7.209676354090853465e+02,1.445927473732127737e+03
8.001112391288752556e+08,1.810637242657458410e+05,-8.222044934545879036e-01,-1.043059027304728659e+00,1.139655313460673060e+05,1.770748306454901758e+05,7.018690191469147067e+03,1.265630289524701993e+03,2.289808740448239405e+03
8.001113629020425081e+08,1.785910822940422222e+05,-7.502846284268677168e-01,-8.706724120185144189e-01,1.169236734760561667e+05,1.769594092299284530e+05,6.578496563304373922e+03,1.802095465225943599e+03,3.103222314901076970e+03
8.001114831519410610e+08,1.753940701718982309e+05,-6.665937323360127120e-01,-7.268183723767283055e-01,1.202136339895805577e+05,1.769348884764270624e+05,6.023073617862734864e+03,2.295563814138564794e+03,3.829859952276666718e+03
8.001115911755051613e+08,1.719823087560711429e+05,-5.827518928500567963e-01,-6.144928396358136924e-01,1.231697780254352547e+05,1.771227301085319486e+05,5.425248548120392115e+03,2.708998474895346590e+03,4.416730179166489506e+03
